ObservationLocation                    ,ObservationCode,ObservationURL,ObservationState
"Kill Devil Hills, First Flight Airport (KFFA)",KFFA,http://w1.weather.gov/xml/current_obs/display.php?stid=KFFA,NC
"Kinston, Kinston Regional Jetport at Stallings Field (KISO)",KISO,http://w1.weather.gov/xml/current_obs/display.php?stid=KISO,NC
Laurinburg Maxton Airport (KMEB),KMEB,http://w1.weather.gov/xml/current_obs/display.php?stid=KMEB,NC
"Lexington, Davidson County Airport (KEXX)",KEXX,http://w1.weather.gov/xml/current_obs/display.php?stid=KEXX,NC
"Lincolnton, Lincolnton-Lincoln County Regional Airport (KIPJ)",KIPJ,http://w1.weather.gov/xml/current_obs/display.php?stid=KIPJ,NC
Lumberton Municipal Airport (KLBT),KLBT,http://w1.weather.gov/xml/current_obs/display.php?stid=KLBT,NC
Mackall U. S. Army Airfield (KHFF),KHFF,http://w1.weather.gov/xml/current_obs/display.php?stid=KHFF,NC
Manteo / Dare County Regional (KMQI),KMQI,http://w1.weather.gov/xml/current_obs/display.php?stid=KMQI,NC
MCAS New River (KNCA),KNCA,http://w1.weather.gov/xml/current_obs/display.php?stid=KNCA,NC
"Monroe, Monroe Airport (KEQY)",KEQY,http://w1.weather.gov/xml/current_obs/display.php?stid=KEQY,NC
Morganton-Lenoir Airport (KMRN),KMRN,http://w1.weather.gov/xml/current_obs/display.php?stid=KMRN,NC
Mount Airy/Surry County Airport (KMWK),KMWK,http://w1.weather.gov/xml/current_obs/display.php?stid=KMWK,NC
"New Bern, Craven County Regional Airport (KEWN)",KEWN,http://w1.weather.gov/xml/current_obs/display.php?stid=KEWN,NC
"North Wilkesboro, Wilkes County Airport (KUKF)",KUKF,http://w1.weather.gov/xml/current_obs/display.php?stid=KUKF,NC
"Pinehurst/Southern Pines, Moore County Airport (KSOP)",KSOP,http://w1.weather.gov/xml/current_obs/display.php?stid=KSOP,NC
"Piney Island, Bt-11 Bombing Range (KNBT)",KNBT,http://w1.weather.gov/xml/current_obs/display.php?stid=KNBT,NC
Pitt-Greenville Airport (KPGV),KPGV,http://w1.weather.gov/xml/current_obs/display.php?stid=KPGV,NC
Pope Air Force Base (KPOB),KPOB,http://w1.weather.gov/xml/current_obs/display.php?stid=KPOB,NC
"Raleigh / Durham, Raleigh-Durham International Airport (KRDU)",KRDU,http://w1.weather.gov/xml/current_obs/display.php?stid=KRDU,NC
"Reidsville, Rockingham County NC Shiloh Airport (KSIF)",KSIF,http://w1.weather.gov/xml/current_obs/display.php?stid=KSIF,NC
Rockingham-Hamlet Airport (KRCZ),KRCZ,http://w1.weather.gov/xml/current_obs/display.php?stid=KRCZ,NC
"Rocky Mount, Rocky Mount-Wilson Regional Airport (KRWI)",KRWI,http://w1.weather.gov/xml/current_obs/display.php?stid=KRWI,NC
Rowan County Airport (KRUQ),KRUQ,http://w1.weather.gov/xml/current_obs/display.php?stid=KRUQ,NC
"Roxboro, Person County Airport (KTDF)",KTDF,http://w1.weather.gov/xml/current_obs/display.php?stid=KTDF,NC
"Rutherfordton, Rutherford County-Marchman Field Airport (KFQD)",KFQD,http://w1.weather.gov/xml/current_obs/display.php?stid=KFQD,NC
Sampson County Airport (KCTZ),KCTZ,http://w1.weather.gov/xml/current_obs/display.php?stid=KCTZ,NC
"Sanford, Sanford-Lee County Regional Airport (KTTA)",KTTA,http://w1.weather.gov/xml/current_obs/display.php?stid=KTTA,NC
Seymour-Johnson Air Force Base (KGSB),KGSB,http://w1.weather.gov/xml/current_obs/display.php?stid=KGSB,NC
Shelby Municipal Airport (KEHO),KEHO,http://w1.weather.gov/xml/current_obs/display.php?stid=KEHO,NC
Siler City Municipal Airport (KSCR),KSCR,http://w1.weather.gov/xml/current_obs/display.php?stid=KSCR,NC
"Smithfield, Johnston County Airport (KJNX)",KJNX,http://w1.weather.gov/xml/current_obs/display.php?stid=KJNX,NC
Statesville Municipal Airport (KSVH),KSVH,http://w1.weather.gov/xml/current_obs/display.php?stid=KSVH,NC
"Washington, Warren Field Airport (KOCW)",KOCW,http://w1.weather.gov/xml/current_obs/display.php?stid=KOCW,NC
Watauga County Hospital Heliport (KTNB),KTNB,http://w1.weather.gov/xml/current_obs/display.php?stid=KTNB,NC
"Whiteville, Columbus County Municipal Airport (KCPC)",KCPC,http://w1.weather.gov/xml/current_obs/display.php?stid=KCPC,NC
Wilmington International Airport (KILM),KILM,http://w1.weather.gov/xml/current_obs/display.php?stid=KILM,NC
"Winston Salem, Smith Reynolds Airport (KINT)",KINT,http://w1.weather.gov/xml/current_obs/display.php?stid=KINT,NC
BEACH (K20U),K20U,http://w1.weather.gov/xml/current_obs/display.php?stid=K20U,ND
"Bismarck, Bismarck Municipal Airport (KBIS)",KBIS,http://w1.weather.gov/xml/current_obs/display.php?stid=KBIS,ND
CANDO (K9D7),K9D7,http://w1.weather.gov/xml/current_obs/display.php?stid=K9D7,ND
CARRINGTON (K46D),K46D,http://w1.weather.gov/xml/current_obs/display.php?stid=K46D,ND
CAVALIER (K2C8),K2C8,http://w1.weather.gov/xml/current_obs/display.php?stid=K2C8,ND
Cooperstown (KS32),KS32,http://w1.weather.gov/xml/current_obs/display.php?stid=KS32,ND
CROSBY (KD50),KD50,http://w1.weather.gov/xml/current_obs/display.php?stid=KD50,ND
"Devils Lake, Devils Lake Municipal Airport (KDVL)",KDVL,http://w1.weather.gov/xml/current_obs/display.php?stid=KDVL,ND
"Dickinson, Dickinson Municipal Airport (KDIK)",KDIK,http://w1.weather.gov/xml/current_obs/display.php?stid=KDIK,ND
"Fargo, Hector International Airport (KFAR)",KFAR,http://w1.weather.gov/xml/current_obs/display.php?stid=KFAR,ND
Garrison (KN60),KN60,http://w1.weather.gov/xml/current_obs/display.php?stid=KN60,ND
Glen Ullin Regional Airport (KD57),KD57,http://w1.weather.gov/xml/current_obs/display.php?stid=KD57,ND
GRAFTON (KGAF),KGAF,http://w1.weather.gov/xml/current_obs/display.php?stid=KGAF,ND
Grand Forks Air Force Base (KRDR),KRDR,http://w1.weather.gov/xml/current_obs/display.php?stid=KRDR,ND
"Grand Forks, Grand Forks International Airport (KGFK)",KGFK,http://w1.weather.gov/xml/current_obs/display.php?stid=KGFK,ND
Gwinner (KGWR),KGWR,http://w1.weather.gov/xml/current_obs/display.php?stid=KGWR,ND
Harvey Municipal Airport (K5H4),K5H4,http://w1.weather.gov/xml/current_obs/display.php?stid=K5H4,ND
HAZEN (KHZE),KHZE,http://w1.weather.gov/xml/current_obs/display.php?stid=KHZE,ND
"Hettinger, Hettinger Municipal Airport (KHEI)",KHEI,http://w1.weather.gov/xml/current_obs/display.php?stid=KHEI,ND
"Jamestown, Jamestown Municipal Airport (KJMS)",KJMS,http://w1.weather.gov/xml/current_obs/display.php?stid=KJMS,ND
Langdon (KD55),KD55,http://w1.weather.gov/xml/current_obs/display.php?stid=KD55,ND
LINTON (K7L2),K7L2,http://w1.weather.gov/xml/current_obs/display.php?stid=K7L2,ND
MANDAN (KY19),KY19,http://w1.weather.gov/xml/current_obs/display.php?stid=KY19,ND
Minot Air Force Base (KMIB),KMIB,http://w1.weather.gov/xml/current_obs/display.php?stid=KMIB,ND
"Minot, Minot International Airport (KMOT)",KMOT,http://w1.weather.gov/xml/current_obs/display.php?stid=KMOT,ND
ROLLA (K06D),K06D,http://w1.weather.gov/xml/current_obs/display.php?stid=K06D,ND
RUGBY (KRUG),KRUG,http://w1.weather.gov/xml/current_obs/display.php?stid=KRUG,ND
Stanley Municipal Airport (K08D),K08D,http://w1.weather.gov/xml/current_obs/display.php?stid=K08D,ND
TIOGA (KD60),KD60,http://w1.weather.gov/xml/current_obs/display.php?stid=KD60,ND
Valley City (KBAC),KBAC,http://w1.weather.gov/xml/current_obs/display.php?stid=KBAC,ND
"Wahpeton, Harry Stern Airport (KBWP)",KBWP,http://w1.weather.gov/xml/current_obs/display.php?stid=KBWP,ND
Walhalla Municipal Airport (K96D),K96D,http://w1.weather.gov/xml/current_obs/display.php?stid=K96D,ND
WATFORD CITY (KS25),KS25,http://w1.weather.gov/xml/current_obs/display.php?stid=KS25,ND
"Williston, Sloulin Field International Airport (KISN)",KISN,http://w1.weather.gov/xml/current_obs/display.php?stid=KISN,ND
Ainsworth Regional Airport (KANW),KANW,http://w1.weather.gov/xml/current_obs/display.php?stid=KANW,NE
Albion Municipal Airport (KBVN),KBVN,http://w1.weather.gov/xml/current_obs/display.php?stid=KBVN,NE
"Alliance, Alliance Municipal Airport (KAIA)",KAIA,http://w1.weather.gov/xml/current_obs/display.php?stid=KAIA,NE
"Aurora, Aurora Municipal Airport (KAUH)",KAUH,http://w1.weather.gov/xml/current_obs/display.php?stid=KAUH,NE
Beatrice Municipal (KBIE),KBIE,http://w1.weather.gov/xml/current_obs/display.php?stid=KBIE,NE
Blair Municipal Airport (KBTA),KBTA,http://w1.weather.gov/xml/current_obs/display.php?stid=KBTA,NE
Brewster Field Airport (KHDE),KHDE,http://w1.weather.gov/xml/current_obs/display.php?stid=KHDE,NE
"Broken Bow, Broken Bow Municipal Airport (KBBW)",KBBW,http://w1.weather.gov/xml/current_obs/display.php?stid=KBBW,NE
"Chadron, Chadron Municipal Airport (KCDR)",KCDR,http://w1.weather.gov/xml/current_obs/display.php?stid=KCDR,NE
"Columbus, Columbus Municipal Airport (KOLU)",KOLU,http://w1.weather.gov/xml/current_obs/display.php?stid=KOLU,NE
"Falls City, Brenner Field Airport (KFNB)",KFNB,http://w1.weather.gov/xml/current_obs/display.php?stid=KFNB,NE
Fremont Municipal Airport (KFET),KFET,http://w1.weather.gov/xml/current_obs/display.php?stid=KFET,NE
Gordon Municipal (KGRN),KGRN,http://w1.weather.gov/xml/current_obs/display.php?stid=KGRN,NE
"Grand Island, Central Nebraska Regional Airport (KGRI)",KGRI,http://w1.weather.gov/xml/current_obs/display.php?stid=KGRI,NE
"Hastings, Hastings Municipal Airport (KHSI)",KHSI,http://w1.weather.gov/xml/current_obs/display.php?stid=KHSI,NE
"Hebron, Hebron Municipal Airport (KHJH)",KHJH,http://w1.weather.gov/xml/current_obs/display.php?stid=KHJH,NE
"Imperial, Imperial Municipal Airport (KIML)",KIML,http://w1.weather.gov/xml/current_obs/display.php?stid=KIML,NE
"Kearney, Kearney Municipal Airport (KEAR)",KEAR,http://w1.weather.gov/xml/current_obs/display.php?stid=KEAR,NE
"Kimball, Kimball Municipal Airport/Robert E Arraj Field (KIBM)",KIBM,http://w1.weather.gov/xml/current_obs/display.php?stid=KIBM,NE
"Lexington, Jim Kelly Field Airport (KLXN)",KLXN,http://w1.weather.gov/xml/current_obs/display.php?stid=KLXN,NE
"Lincoln, Lincoln Municipal Airport (KLNK)",KLNK,http://w1.weather.gov/xml/current_obs/display.php?stid=KLNK,NE
"McCook, McCook Municipal Airport (KMCK)",KMCK,http://w1.weather.gov/xml/current_obs/display.php?stid=KMCK,NE
"Nebraska City, Nebraska City Municipal Airport (KAFK)",KAFK,http://w1.weather.gov/xml/current_obs/display.php?stid=KAFK,NE
"Norfolk, Stefan Memorial Airport (KOFK)",KOFK,http://w1.weather.gov/xml/current_obs/display.php?stid=KOFK,NE
"North Platte, North Platte Regional Airport (KLBF)",KLBF,http://w1.weather.gov/xml/current_obs/display.php?stid=KLBF,NE
"Ogallala, Searle Field Airport (KOGA)",KOGA,http://w1.weather.gov/xml/current_obs/display.php?stid=KOGA,NE
Omaha - Eppley Airfield (KOMA),KOMA,http://w1.weather.gov/xml/current_obs/display.php?stid=KOMA,NE
Omaha / Offutt Air Force Base (KOFF),KOFF,http://w1.weather.gov/xml/current_obs/display.php?stid=KOFF,NE
"Omaha, Millard Airport (KMLE)",KMLE,http://w1.weather.gov/xml/current_obs/display.php?stid=KMLE,NE
O'Neill / Baker Field (KONL),KONL,http://w1.weather.gov/xml/current_obs/display.php?stid=KONL,NE
"Ord, Evelyn Sharp Field Airport (KODX)",KODX,http://w1.weather.gov/xml/current_obs/display.php?stid=KODX,NE
"Plattsmouth, Plattsmouth Municipal Airport (KPMV)",KPMV,http://w1.weather.gov/xml/current_obs/display.php?stid=KPMV,NE
"Scottsbluff, Heilig Field (KBFF)",KBFF,http://w1.weather.gov/xml/current_obs/display.php?stid=KBFF,NE
"Sidney, Sidney Municipal Airport (KSNY)",KSNY,http://w1.weather.gov/xml/current_obs/display.php?stid=KSNY,NE
"Tekamah, Tekamah Municipal Airport (KTQE)",KTQE,http://w1.weather.gov/xml/current_obs/display.php?stid=KTQE,NE
"Thedford, Thomas County Airport (KTIF)",KTIF,http://w1.weather.gov/xml/current_obs/display.php?stid=KTIF,NE
"Valentine, Miller Field (KVTN)",KVTN,http://w1.weather.gov/xml/current_obs/display.php?stid=KVTN,NE
Wahoo (KAHQ),KAHQ,http://w1.weather.gov/xml/current_obs/display.php?stid=KAHQ,NE
"Wayne, Wayne Municipal Airport (KLCG)",KLCG,http://w1.weather.gov/xml/current_obs/display.php?stid=KLCG,NE
"York, York Municipal Airport (KJYR)",KJYR,http://w1.weather.gov/xml/current_obs/display.php?stid=KJYR,NE
"Berlin, Berlin Municipal Airport (KBML)",KBML,http://w1.weather.gov/xml/current_obs/display.php?stid=KBML,NH
Concord Municipal Airport (KCON),KCON,http://w1.weather.gov/xml/current_obs/display.php?stid=KCON,NH
Jaffrey Airport-Silver Ranch (KAFN),KAFN,http://w1.weather.gov/xml/current_obs/display.php?stid=KAFN,NH
"Keene, Dillant-Hopkins Airport (KEEN)",KEEN,http://w1.weather.gov/xml/current_obs/display.php?stid=KEEN,NH
"Laconia, Laconia Municipal Airport (KLCI)",KLCI,http://w1.weather.gov/xml/current_obs/display.php?stid=KLCI,NH
Lebanon Municipal Airport (KLEB),KLEB,http://w1.weather.gov/xml/current_obs/display.php?stid=KLEB,NH
Manchester Airport (KMHT),KMHT,http://w1.weather.gov/xml/current_obs/display.php?stid=KMHT,NH
Mount Washington (KMWN),KMWN,http://w1.weather.gov/xml/current_obs/display.php?stid=KMWN,NH
Nashua - Boire Field Airport (KASH),KASH,http://w1.weather.gov/xml/current_obs/display.php?stid=KASH,NH
Pease Air Force Base / Portsmouth (KPSM),KPSM,http://w1.weather.gov/xml/current_obs/display.php?stid=KPSM,NH
Plymouth Municipal Airport (K1P1),K1P1,http://w1.weather.gov/xml/current_obs/display.php?stid=K1P1,NH
Rochester - Skyhaven Airport (KDAW),KDAW,http://w1.weather.gov/xml/current_obs/display.php?stid=KDAW,NH
Whitefield - Mount Washington Regional Airport (KHIE),KHIE,http://w1.weather.gov/xml/current_obs/display.php?stid=KHIE,NH
"Andover, Aeroflex-Andover Airport (K12N)",K12N,http://w1.weather.gov/xml/current_obs/display.php?stid=K12N,NJ
"Atlantic City, Atlantic City International Airport (KACY)",KACY,http://w1.weather.gov/xml/current_obs/display.php?stid=KACY,NJ
Belmar-Farmingdale (KBLM),KBLM,http://w1.weather.gov/xml/current_obs/display.php?stid=KBLM,NJ
"Caldwell, Essex County Airport (KCDW)",KCDW,http://w1.weather.gov/xml/current_obs/display.php?stid=KCDW,NJ
Lakehurst Naval Air Station (KNEL),KNEL,http://w1.weather.gov/xml/current_obs/display.php?stid=KNEL,NJ
Linden Airport (KLDJ),KLDJ,http://w1.weather.gov/xml/current_obs/display.php?stid=KLDJ,NJ
Mcguire Air Force Base (KWRI),KWRI,http://w1.weather.gov/xml/current_obs/display.php?stid=KWRI,NJ
Miller Air Park (KMJX),KMJX,http://w1.weather.gov/xml/current_obs/display.php?stid=KMJX,NJ
"Millville, Millville Municipal Airport (KMIV)",KMIV,http://w1.weather.gov/xml/current_obs/display.php?stid=KMIV,NJ
Morristown Municipal (KMMU),KMMU,http://w1.weather.gov/xml/current_obs/display.php?stid=KMMU,NJ
"Mount Holly, South Jersey Regional Airport (KVAY)",KVAY,http://w1.weather.gov/xml/current_obs/display.php?stid=KVAY,NJ
"Newark, Newark International Airport (KEWR)",KEWR,http://w1.weather.gov/xml/current_obs/display.php?stid=KEWR,NJ
"Somerville, Somerset Airport (KSMQ)",KSMQ,http://w1.weather.gov/xml/current_obs/display.php?stid=KSMQ,NJ
"Sussex, Sussex Airport (KFWN)",KFWN,http://w1.weather.gov/xml/current_obs/display.php?stid=KFWN,NJ
"Teterboro, Teterboro Airport (KTEB)",KTEB,http://w1.weather.gov/xml/current_obs/display.php?stid=KTEB,NJ
"Trenton, Mercer County Airport (KTTN)",KTTN,http://w1.weather.gov/xml/current_obs/display.php?stid=KTTN,NJ
"Wildwood, Cape May County Airport (KWWD)",KWWD,http://w1.weather.gov/xml/current_obs/display.php?stid=KWWD,NJ
Alamogordo-White (KALM),KALM,http://w1.weather.gov/xml/current_obs/display.php?stid=KALM,NM
"Albuquerque, Albuquerque International Airport (KABQ)",KABQ,http://w1.weather.gov/xml/current_obs/display.php?stid=KABQ,NM
"Albuquerque, Double Eagle II Airport (KAEG)",KAEG,http://w1.weather.gov/xml/current_obs/display.php?stid=KAEG,NM
Angel Fire Airport (KAXX),KAXX,http://w1.weather.gov/xml/current_obs/display.php?stid=KAXX,NM
Artesia Municipal Airport (KATS),KATS,http://w1.weather.gov/xml/current_obs/display.php?stid=KATS,NM
Belen Alexander Muni Airport (KE80),KE80,http://w1.weather.gov/xml/current_obs/display.php?stid=KE80,NM
Cannon Air Force Base / Clovis (KCVS),KCVS,http://w1.weather.gov/xml/current_obs/display.php?stid=KCVS,NM
"Carlsbad, Cavern City Air Terminal Airport (KCNM)",KCNM,http://w1.weather.gov/xml/current_obs/display.php?stid=KCNM,NM
Clayton Municipal Airpark (KCAO),KCAO,http://w1.weather.gov/xml/current_obs/display.php?stid=KCAO,NM
Clines Corners (KCQC),KCQC,http://w1.weather.gov/xml/current_obs/display.php?stid=KCQC,NM
Clovis Municipal Airport (KCVN),KCVN,http://w1.weather.gov/xml/current_obs/display.php?stid=KCVN,NM
Deming Municipal Airport (KDMN),KDMN,http://w1.weather.gov/xml/current_obs/display.php?stid=KDMN,NM
"Farmington, Four Corners Regional Airport (KFMN)",KFMN,http://w1.weather.gov/xml/current_obs/display.php?stid=KFMN,NM
Gallup Municipal Airport (KGUP),KGUP,http://w1.weather.gov/xml/current_obs/display.php?stid=KGUP,NM
Grant County Airport (KSVC),KSVC,http://w1.weather.gov/xml/current_obs/display.php?stid=KSVC,NM
"Grants, Grants-Milan Municipal Airport (KGNT)",KGNT,http://w1.weather.gov/xml/current_obs/display.php?stid=KGNT,NM
Hobbs / Lea County (KHOB),KHOB,http://w1.weather.gov/xml/current_obs/display.php?stid=KHOB,NM
Holloman Air Force Base (KHMN),KHMN,http://w1.weather.gov/xml/current_obs/display.php?stid=KHMN,NM
"Las Cruces, Las Cruces International Airport (KLRU)",KLRU,http://w1.weather.gov/xml/current_obs/display.php?stid=KLRU,NM
Las Vegas Municipal Airport (KLVS),KLVS,http://w1.weather.gov/xml/current_obs/display.php?stid=KLVS,NM
Los Alamos Airport (KLAM),KLAM,http://w1.weather.gov/xml/current_obs/display.php?stid=KLAM,NM
Moriarty Municipal Airport (K0E0),K0E0,http://w1.weather.gov/xml/current_obs/display.php?stid=K0E0,NM
Raton Municipal - Crews Field Airport (KRTN),KRTN,http://w1.weather.gov/xml/current_obs/display.php?stid=KRTN,NM
Roswell International Air Center Airport (KROW),KROW,http://w1.weather.gov/xml/current_obs/display.php?stid=KROW,NM
Santa Fe County Municipal Airport (KSAF),KSAF,http://w1.weather.gov/xml/current_obs/display.php?stid=KSAF,NM
Santa Rosa Route 66 Airport (KSXU),KSXU,http://w1.weather.gov/xml/current_obs/display.php?stid=KSXU,NM
Sierra Blanca Regional Airport (KSRR),KSRR,http://w1.weather.gov/xml/current_obs/display.php?stid=KSRR,NM
Socorro Municipal Airport (KONM),KONM,http://w1.weather.gov/xml/current_obs/display.php?stid=KONM,NM
"Taos, Taos Regional Airport (KSKX)",KSKX,http://w1.weather.gov/xml/current_obs/display.php?stid=KSKX,NM
"Truth Or Consequences, Truth Or Consequences Municipal Airport (KTCS)",KTCS,http://w1.weather.gov/xml/current_obs/display.php?stid=KTCS,NM
Tucumcari Municipal Airport (KTCC),KTCC,http://w1.weather.gov/xml/current_obs/display.php?stid=KTCC,NM
Battle Mountain - Lander County Airport (KBAM),KBAM,http://w1.weather.gov/xml/current_obs/display.php?stid=KBAM,NV
Boulder City Municipal Airport (KBVU),KBVU,http://w1.weather.gov/xml/current_obs/display.php?stid=KBVU,NV
Carson City Airport (KCXP),KCXP,http://w1.weather.gov/xml/current_obs/display.php?stid=KCXP,NV
"Elko, Elko Regional Airport (KEKO)",KEKO,http://w1.weather.gov/xml/current_obs/display.php?stid=KEKO,NV
"Ely, Ely Airport (KELY)",KELY,http://w1.weather.gov/xml/current_obs/display.php?stid=KELY,NV
Eureka Airport ASOS (KP68),KP68,http://w1.weather.gov/xml/current_obs/display.php?stid=KP68,NV
Eureka Airport AWOS (K05U),K05U,http://w1.weather.gov/xml/current_obs/display.php?stid=K05U,NV
"Fallon, Naval Air Station (KNFL)",KNFL,http://w1.weather.gov/xml/current_obs/display.php?stid=KNFL,NV
Hawthorne Municipal Airport (KHTH),KHTH,http://w1.weather.gov/xml/current_obs/display.php?stid=KHTH,NV
Las Vegas - Henderson Executive Airport (KHND),KHND,http://w1.weather.gov/xml/current_obs/display.php?stid=KHND,NV
"Las Vegas, McCarran International Airport (KLAS)",KLAS,http://w1.weather.gov/xml/current_obs/display.php?stid=KLAS,NV
"Las Vegas, North Las Vegas Airport (KVGT)",KVGT,http://w1.weather.gov/xml/current_obs/display.php?stid=KVGT,NV
"Lovelock, Derby Field Airport (KLOL)",KLOL,http://w1.weather.gov/xml/current_obs/display.php?stid=KLOL,NV
"Mercury, Desert Rock Airport (KDRA)",KDRA,http://w1.weather.gov/xml/current_obs/display.php?stid=KDRA,NV
Minden-Tahoe Airport (KMEV),KMEV,http://w1.weather.gov/xml/current_obs/display.php?stid=KMEV,NV
Nellis AFB - Indian Springs Auxiliary Airfield (KINS),KINS,http://w1.weather.gov/xml/current_obs/display.php?stid=KINS,NV
Nellis Air Force Base (KLSV),KLSV,http://w1.weather.gov/xml/current_obs/display.php?stid=KLSV,NV
